"","m/z","RT","compound_name","lipid_species","lipid_class","sample","intensity","treatment","polarity"
"1",816.4224194,81.85675,"DGDG 21:2 +4O","DGDG","IP_DAG","Orbi_1229",3149585184.1619,"Control","positive"
"2",338.2172188,83.38525,"MAG 12:1 +3O","MAG","IP_MAG","Orbi_1229",252760598.759867,"Control","positive"
"3",609.3226703,84.8603,"PDPT 21:2 +1O","PDPT","IP_DAG","Orbi_1229",8710579076.40834,"Control","positive"
"4",681.3439115,86.3618,"PDPT 24:3 +3O","PDPT","IP_DAG","Orbi_1229",623543432.356995,"Control","positive"
"5",653.3480956,81.83355,"PDPT 23:2 +2O","PDPT","IP_DAG","Orbi_1229",21615684.4764075,"Control","positive"
"6",904.8331003,1296.44,"TAG 54:2","TAG","TAG","Orbi_1229",914449161.471078,"Control","positive"
"7",930.848846,1293.515,"TAG 56:3","TAG","TAG","Orbi_1229",273053858.496802,"Control","positive"
"8",806.7964101,1317.94,"WaxEster 52:2 +2O","WaxEster","IP_DAG","Orbi_1229",24665144.0761393,"Control","positive"
"9",836.8066431,1323.59,"DAG 50:1","DAG","IP_DAG","Orbi_1229",7718099.85885666,"Control","positive"
"10",890.817252,1266.045,"TAG 53:2","TAG","TAG","Orbi_1229",119933957.52374,"Control","positive"
"11",892.8330487,1323.73,"TAG 53:1","TAG","TAG","Orbi_1229",66819636.698945,"Control","positive"
"12",968.8646139,1270.03,"TAG 59:5","TAG","TAG","Orbi_1229",30149759.3335949,"Control","positive"
"13",1008.896081,1306.13,"TAG 62:6","TAG","TAG","Orbi_1229",136121575.85619,"Control","positive"
"14",1018.901114,1271.73,"TAG 60:3 +2O","TAG","TAG","Orbi_1229",15838963.6687246,"Control","positive"
"15",1044.917116,1270.2,"TAG 62:4 +2O","TAG","TAG","Orbi_1229",32279007.3040094,"Control","positive"
"16",1046.932762,1322.685,"TAG 62:3 +2O","TAG","TAG","Orbi_1229",28094376.397462,"Control","positive"
"17",1070.93269,1279.56,"TAG 64:5 +2O","TAG","TAG","Orbi_1229",42448509.4676267,"Control","positive"
"18",1072.948471,1317,"TAG 64:4 +2O","TAG","TAG","Orbi_1229",34111946.1822431,"Control","positive"
"19",1096.948301,1287.8,"TAG 66:6 +2O","TAG","TAG","Orbi_1229",69679055.9196715,"Control","positive"
"20",956.8643493,1292.94,"TAG 58:4","TAG","TAG","Orbi_1229",136246333.915695,"Control","positive"
"21",736.7541138,1272.04,"WaxEster 48:1 +1O","WaxEster","IP_DAG","Orbi_1229",4706402.23800175,"Control","positive"
"22",780.7805877,1277.665,"WaxEster 50:1 +2O","WaxEster","IP_DAG","Orbi_1229",3266477.55433437,"Control","positive"
"23",834.7913848,1265.605,"DAG 50:2","DAG","IP_DAG","Orbi_1229",7376872.58895215,"Control","positive"
"24",862.8228768,1321.16,"DAG 52:2","DAG","IP_DAG","Orbi_1229",5697267.26087308,"Control","positive"
"25",916.8331179,1266.98,"TAG 55:3","TAG","TAG","Orbi_1229",42717027.9697844,"Control","positive"
"26",918.8483791,1322.685,"TAG 55:2","TAG","TAG","Orbi_1229",57696731.928559,"Control","positive"
"27",942.8484225,1268.775,"TAG 57:4","TAG","TAG","Orbi_1229",32669777.5025853,"Control","positive"
"28",980.2783763,1294.92,"PDMS13","PDMS13","PDMS","Orbi_1229",43344244.7304268,"Control","positive"
"29",1027.809958,1267.76,"PDPT 52:2","PDPT","IP_DAG","Orbi_1229",17379062.1787358,"Control","positive"
"30",1032.72151,1307.885,"DGDG 40:3 +1O","DGDG","IP_DAG","Orbi_1229",15070902.9553871,"Control","positive"
"31",1076.891385,1280.445,"MGDG 52:0 +3O","MGDG","IP_DAG","Orbi_1229",33494628.9991688,"Control","positive"
"32",1350.37328,1328.145,"PDMS18","PDMS18","PDMS","Orbi_1229",0,"Control","positive"
"33",906.8487247,1353.77,"TAG 54:1","TAG","TAG","Orbi_1229",326673014.230742,"Control","positive"
"34",932.8644947,1356.645,"TAG 56:2","TAG","TAG","Orbi_1229",347083737.303667,"Control","positive"
"35",958.8801835,1350.52,"TAG 58:3","TAG","TAG","Orbi_1229",127162997.701526,"Control","positive"
"36",960.8955998,1421.33,"TAG 58:2","TAG","TAG","Orbi_1229",132917795.053225,"Control","positive"
"37",1007.719703,1345.06,"S_DGCC 48:5 +3O","S_DGCC","IP_DAG","Orbi_1229",5519660.29018098,"Control","positive"
"38",1034.73703,1365.22,"DGDG 40:2 +1O","DGDG","IP_DAG","Orbi_1229",5307515.470478,"Control","positive"
"39",1054.2975,1406.455,"PDMS14","PDMS14","PDMS","Orbi_1229",41170908.4619683,"Control","positive"
"40",825.6946318,1160.29,"CoprostanolEsters 24:0 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",663234898.478055,"Control","positive"
"41",851.7101426,1159.68,"CoprostanolEsters 26:1 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",444044618.154305,"Control","positive"
"42",872.7705164,1160.985,"TAG 52:4","TAG","TAG","Orbi_1229",3163484968.12734,"Control","positive"
"43",748.7183605,1165.01,"WaxEster 48:3 +2O","WaxEster","IP_DAG","Orbi_1229",30993176.7364661,"Control","positive"
"44",774.7336512,1193.96,"WaxEster 50:4 +2O","WaxEster","IP_DAG","Orbi_1229",18752452.9606402,"Control","positive"
"45",779.6891732,1194.48,"CoprostanolEsters 23:0 +2O","CoprostanolEsters","IP_MAG","Orbi_1229",1409718.51635663,"Control","positive"
"46",802.7654299,1231.59,"WaxEster 52:4 +2O","WaxEster","IP_DAG","Orbi_1229",13716146.5330085,"Control","positive"
"47",839.710582,1180.07,"CoprostanolEsters 25:0 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",66969332.0606686,"Control","positive"
"48",853.7257828,1198.15,"CoprostanolEsters 26:0 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",501637876.082349,"Control","positive"
"49",860.806761,1262.215,"DAG 52:3","DAG","IP_DAG","Orbi_1229",11115752.9470678,"Control","positive"
"50",886.7861428,1179.49,"TAG 53:4","TAG","TAG","Orbi_1229",198718058.01444,"Control","positive"
"51",898.7862341,1170.35,"TAG 54:5","TAG","TAG","Orbi_1229",4696703836.29936,"Control","positive"
"52",902.8173895,1246.725,"TAG 54:3","TAG","TAG","Orbi_1229",1296118629.68786,"Control","positive"
"53",900.8017753,1198.225,"TAG 54:4","TAG","TAG","Orbi_1229",1052999367.12643,"Control","positive"
"54",924.8017857,1174.86,"TAG 56:6","TAG","TAG","Orbi_1229",2747034137.91344,"Control","positive"
"55",926.8174592,1208.945,"TAG 56:5","TAG","TAG","Orbi_1229",1958828334.42281,"Control","positive"
"56",928.8330726,1241.55,"TAG 56:4","TAG","TAG","Orbi_1229",336562175.673154,"Control","positive"
"57",924.8592742,1221.66,"TAG 54:0 +1O","TAG","TAG","Orbi_1229",26119199.5701413,"Control","positive"
"58",952.83307,1212.14,"TAG 58:6","TAG","TAG","Orbi_1229",1107727615.03419,"Control","positive"
"59",950.8174175,1176.545,"TAG 58:7","TAG","TAG","Orbi_1229",623273534.26899,"Control","positive"
"60",1064.885769,1168.395,"TAG 64:8 +2O","TAG","TAG","Orbi_1229",39336886.5550413,"Control","positive"
"61",1066.901337,1203.22,"TAG 64:7 +2O","TAG","TAG","Orbi_1229",43599888.3881932,"Control","positive"
"62",1094.932689,1248.47,"TAG 66:7 +2O","TAG","TAG","Orbi_1229",53610350.7904067,"Control","positive"
"63",1116.917066,1178.665,"TAG 68:10 +2O","TAG","TAG","Orbi_1229",65024076.0498148,"Control","positive"
"64",1118.932665,1208.71,"TAG 68:9 +2O","TAG","TAG","Orbi_1229",42485102.3535756,"Control","positive"
"65",1120.948412,1247.485,"TAG 68:8 +2O","TAG","TAG","Orbi_1229",47801935.3643953,"Control","positive"
"66",1142.932636,1181.08,"TAG 70:11 +2O","TAG","TAG","Orbi_1229",34522866.5014246,"Control","positive"
"67",680.6918414,1166.02,"WaxEster 44:1 +1O","WaxEster","IP_DAG","Orbi_1229",12794737.8703187,"Control","positive"
"68",692.6919775,1167.99,"WaxEster 45:2 +1O","WaxEster","IP_DAG","Orbi_1229",2875274.52566261,"Control","positive"
"69",694.7075424,1189.15,"WaxEster 45:1 +1O","WaxEster","IP_DAG","Orbi_1229",3494306.14621564,"Control","positive"
"70",706.7075194,1193.88,"WaxEster 46:2 +1O","WaxEster","IP_DAG","Orbi_1229",3829598.21652847,"Control","positive"
"71",708.7231882,1215.21,"WaxEster 46:1 +1O","WaxEster","IP_DAG","Orbi_1229",6521327.60973982,"Control","positive"
"72",722.7024172,1172.19,"WaxEster 46:2 +2O","WaxEster","IP_DAG","Orbi_1229",13511218.6621161,"Control","positive"
"73",724.7182691,1172.17,"WaxEster 46:1 +2O","WaxEster","IP_DAG","Orbi_1229",15597495.1075562,"Control","positive"
"74",738.7342779,1193.465,"WaxEster 47:1 +2O","WaxEster","IP_DAG","Orbi_1229",3839828.14227525,"Control","positive"
"75",750.7339385,1212,"WaxEster 48:2 +2O","WaxEster","IP_DAG","Orbi_1229",14650793.9347046,"Control","positive"
"76",752.7494525,1223.07,"WaxEster 48:1 +2O","WaxEster","IP_DAG","Orbi_1229",9298783.34756078,"Control","positive"
"77",766.7652539,1250.425,"WaxEster 49:1 +2O","WaxEster","IP_DAG","Orbi_1229",2900484.40843523,"Control","positive"
"78",784.7188196,1157.33,"CholesterolEsters 24:1 +2O","CholesterolEsters","IP_MAG","Orbi_1229",10696787.3268128,"Control","positive"
"79",789.7441996,1191.02,"CoprostanolEsters 26:0","CoprostanolEsters","IP_MAG","Orbi_1229",983328.212295224,"Control","positive"
"80",832.7754531,1215.325,"DAG 50:3","DAG","IP_DAG","Orbi_1229",10484322.1675144,"Control","positive"
"81",842.7787607,1204.84,"DAG 48:0 +2O","DAG","IP_DAG","Orbi_1229",8328025.4097106,"Control","positive"
"82",858.7911209,1215.21,"DAG 52:4","DAG","IP_DAG","Orbi_1229",8906695.56756258,"Control","positive"
"83",888.801729,1219.215,"TAG 53:3","TAG","TAG","Orbi_1229",107017434.887641,"Control","positive"
"84",899.6566144,1170.48,"PDPT 43:3","PDPT","IP_DAG","Orbi_1229",0,"Control","positive"
"85",910.7861155,1156.815,"TAG 55:6","TAG","TAG","Orbi_1229",597491052.105021,"Control","positive"
"86",912.8017859,1189.3,"TAG 55:5","TAG","TAG","Orbi_1229",432458541.913104,"Control","positive"
"87",914.8176896,1221.815,"TAG 55:4","TAG","TAG","Orbi_1229",83056258.2580696,"Control","positive"
"88",925.6719513,1174.79,"PDPT 45:4","PDPT","IP_DAG","Orbi_1229",0,"Control","positive"
"89",935.7134793,1175.525,"PDPT 44:0 +1O","PDPT","IP_DAG","Orbi_1229",4695587.13887559,"Control","positive"
"90",938.8174888,1191.275,"TAG 57:6","TAG","TAG","Orbi_1229",224297803.611724,"Control","positive"
"91",946.7916377,1222.67,"MGDG 45:0 +1O","MGDG","IP_DAG","Orbi_1229",22062080.0763633,"Control","positive"
"92",948.7810926,1169.2,"UQ11:11","UQ11:11","ubiquinone","Orbi_1229",3858214.7438189,"Control","positive"
"93",951.6576377,1211.375,"S_DGCC 44:5 +3O","S_DGCC","IP_DAG","Orbi_1229",14031105.7190628,"Control","positive"
"94",951.6875267,1172.55,"PDPT 47:5","PDPT","IP_DAG","Orbi_1229",1139566.31548326,"Control","positive"
"95",954.8487195,1252.98,"TAG 58:5","TAG","TAG","Orbi_1229",369911019.611211,"Control","positive"
"96",960.807383,1252.98,"MGDG 46:0 +1O","MGDG","IP_DAG","Orbi_1229",80002261.1334198,"Control","positive"
"97",964.832846,1198.9,"TAG 59:7","TAG","TAG","Orbi_1229",53463415.5081285,"Control","positive"
"98",966.8487387,1230.67,"TAG 59:6","TAG","TAG","Orbi_1229",78993612.7869703,"Control","positive"
"99",976.8330487,1180.935,"TAG 60:8","TAG","TAG","Orbi_1229",254055187.862182,"Control","positive"
"100",977.6733349,1217.065,"S_DGCC 46:6 +3O","S_DGCC","IP_DAG","Orbi_1229",13321394.6051773,"Control","positive"
"101",1002.84866,1183.39,"TAG 62:9","TAG","TAG","Orbi_1229",115154040.817894,"Control","positive"
"102",1024.81799,1244.12,"TAG 60:8 +3O","TAG","TAG","Orbi_1229",1664911.85721605,"Control","positive"
"103",1052.82931,1163.67,"TAG 65:13 +1O","TAG","TAG","Orbi_1229",0,"Control","positive"
"104",1082.894796,1226.42,"TAG 64:7 +3O","TAG","TAG","Orbi_1229",0,"Control","positive"
"105",856.5455954,989.5335,"SQDG 33:1 +2O","SQDG","IP_DAG","Orbi_1229",8320267.07767293,"Control","positive"
"106",876.5867502,988.0315,"SQDG 37:3","SQDG","IP_DAG","Orbi_1229",12051030.397184,"Control","positive"
"107",909.5291931,989.534,"PDPT 41:8 +3O","PDPT","IP_DAG","Orbi_1229",106038555.9776,"Control","positive"
"108",608.5610869,989.5355,"WaxEster 38:3 +2O","WaxEster","IP_DAG","Orbi_1229",15104411.9911232,"Control","positive"
"109",830.6299672,989.5355,"TAG 50:11","TAG","TAG","Orbi_1229",54965929.2189873,"Control","positive"
"110",880.6460133,989.5205,"TAG 54:14","TAG","TAG","Orbi_1229",66102376.3067779,"Control","positive"
"111",934.4972345,989.533,"SQDG 40:11 +2O","SQDG","IP_DAG","Orbi_1229",2138101.5422852,"Control","positive"
"112",840.7079461,1085.86,"TAG 50:6","TAG","TAG","Orbi_1229",5165318552.98947,"Control","positive"
"113",866.7235385,1087.4,"TAG 52:7","TAG","TAG","Orbi_1229",4301340937.31444,"Control","positive"
"114",580.6030858,1065.735,"WaxEster 38:1","WaxEster","IP_DAG","Orbi_1229",9741125.20336194,"Control","positive"
"115",634.6136977,1060.47,"WaxEster 41:3 +1O","WaxEster","IP_DAG","Orbi_1229",24329787.9242911,"Control","positive"
"116",765.6006101,1058.4,"CoprostanolEsters 20:2 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",37171248.0451639,"Control","positive"
"117",769.6320405,1099.51,"CoprostanolEsters 20:0 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",41959303.4873808,"Control","positive"
"118",779.6164008,1069.18,"CoprostanolEsters 21:2 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",11553945.5431544,"Control","positive"
"119",791.6164203,1057.485,"CoprostanolEsters 22:3 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",101789246.172615,"Control","positive"
"120",793.632045,1079.79,"CoprostanolEsters 22:2 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",163670493.988126,"Control","positive"
"121",821.6634589,1104.165,"CoprostanolEsters 24:2 +4O","CoprostanolEsters","IP_MAG","Orbi_1229",526649476.382077,"Control","positive"
"122",826.6920665,1077.02,"TAG 49:6","TAG","TAG","Orbi_1229",490715548.4478,"Control","positive"
"123",838.6921317,1063.55,"TAG 50:7","TAG","TAG","Orbi_1229",1766221201.05387,"Control","positive"
"124",850.6923515,1058.17,"TAG 51:8","TAG","TAG","Orbi_1229",234071095.136048,"Control","positive"
"125",836.6767039,1047.725,"TAG 50:8","TAG","TAG","Orbi_1229",982876181.378098,"Control","positive"
"126",852.7077087,1077.52,"TAG 51:7","TAG","TAG","Orbi_1229",342292743.705246,"Control","positive"
"127",854.7235628,1099.81,"TAG 51:6","TAG","TAG","Orbi_1229",829622054.378268,"Control","positive"
"128",864.707989,1066.88,"TAG 52:8","TAG","TAG","Orbi_1229",2726643684.60142,"Control","positive"
"129",868.7391753,1113.105,"TAG 52:6","TAG","TAG","Orbi_1229",9434428617.54054,"Control","positive"
"130",862.6923214,1052.21,"TAG 52:9","TAG","TAG","Orbi_1229",4506662009.30536,"Control","positive"
"131",878.7236655,1078.54,"TAG 53:8","TAG","TAG","Orbi_1229",261958637.801922,"Control","positive"
"132",880.7391008,1101.66,"TAG 53:7","TAG","TAG","Orbi_1229",467814958.38934,"Control","positive"
"133",890.7236357,1072.395,"TAG 54:9","TAG","TAG","Orbi_1229",3235738949.55495,"Control","positive"
"134",892.7392295,1089.405,"TAG 54:8","TAG","TAG","Orbi_1229",2028221581.96695,"Control","positive"
"135",902.7236034,1065.59,"TAG 55:10","TAG","TAG","Orbi_1229",503399985.482909,"Control","positive"
"136",888.7079151,1055.19,"TAG 54:10","TAG","TAG","Orbi_1229",3793030119.11146,"Control","positive"
"137",904.7391793,1081.73,"TAG 55:9","TAG","TAG","Orbi_1229",325933119.828018,"Control","positive"
"138",906.7547263,1102.13,"TAG 55:8","TAG","TAG","Orbi_1229",210088170.687671,"Control","positive"
"139",914.7235448,1058.17,"TAG 56:11","TAG","TAG","Orbi_1229",2667294476.86652,"Control","positive"
"140",916.7391843,1079.025,"TAG 56:10","TAG","TAG","Orbi_1229",6775421238.83254,"Control","positive"
"141",886.6922108,1037.45,"TAG 54:11","TAG","TAG","Orbi_1229",578479920.825149,"Control","positive"
"142",940.7390937,1063.055,"TAG 58:12","TAG","TAG","Orbi_1229",767399016.562981,"Control","positive"
"143",944.7704176,1096.84,"TAG 58:10","TAG","TAG","Orbi_1229",1885340405.68296,"Control","positive"
"144",912.7079373,1039.885,"TAG 56:12","TAG","TAG","Orbi_1229",566920773.8319,"Control","positive"
"145",942.7547491,1079.54,"TAG 58:11","TAG","TAG","Orbi_1229",3254294032.80507,"Control","positive"
"146",966.7548102,1063.965,"TAG 60:13","TAG","TAG","Orbi_1229",216373813.981283,"Control","positive"
"147",968.7703883,1085.78,"TAG 60:12","TAG","TAG","Orbi_1229",678739825.461197,"Control","positive"
"148",936.6562135,1058.005,"TAG 53:11 +4O","TAG","TAG","Orbi_1229",27864462.5462133,"Control","positive"
"149",940.854029,1093.57,"TAG 54:0 +2O","TAG","TAG","Orbi_1229",11391523.0356647,"Control","positive"
"150",970.7860311,1100.37,"TAG 60:11","TAG","TAG","Orbi_1229",670441570.792787,"Control","positive"
"151",992.77057,1063.55,"TAG 62:14","TAG","TAG","Orbi_1229",92665908.8463491,"Control","positive"
"152",975.7463974,1042.81,"PDPT 47:1 +1O","PDPT","IP_DAG","Orbi_1229",26667165.5162539,"Control","positive"
"153",964.7392178,1045.79,"TAG 60:14","TAG","TAG","Orbi_1229",296429216.865678,"Control","positive"
"154",994.7861383,1085.86,"TAG 62:13","TAG","TAG","Orbi_1229",147193499.062909,"Control","positive"
"155",977.7622261,1060.52,"PDPT 47:0 +1O","PDPT","IP_DAG","Orbi_1229",24742402.2956413,"Control","positive"
"156",1048.833118,1113.39,"TAG 66:14","TAG","TAG","Orbi_1229",72295108.6550491,"Control","positive"
"157",566.5874149,1045.795,"WaxEster 37:1","WaxEster","IP_DAG","Orbi_1229",1848897.0723141,"Control","positive"
"158",582.5822489,1051.705,"WaxEster 37:1 +1O","WaxEster","IP_DAG","Orbi_1229",24076877.3719018,"Control","positive"
"159",604.6027762,1074.345,"WaxEster 40:3","WaxEster","IP_DAG","Orbi_1229",2117425.75451922,"Control","positive"
"160",610.6136207,1084.69,"WaxEster 39:1 +1O","WaxEster","IP_DAG","Orbi_1229",22743589.048692,"Control","positive"
"161",620.5979956,1048.78,"WaxEster 40:3 +1O","WaxEster","IP_DAG","Orbi_1229",88701895.294138,"Control","positive"
"162",624.6292029,1080.76,"WaxEster 40:1 +1O","WaxEster","IP_DAG","Orbi_1229",11931904.6731389,"Control","positive"
"163",630.6180863,1070.845,"WaxEster 42:4","WaxEster","IP_DAG","Orbi_1229",1112247.33164588,"Control","positive"
"164",632.6337783,1110.915,"WaxEster 42:3","WaxEster","IP_DAG","Orbi_1229",5612825.93842846,"Control","positive"
"165",636.6292255,1087.65,"WaxEster 41:2 +1O","WaxEster","IP_DAG","Orbi_1229",10135592.626953,"Control","positive"
"166",648.6293124,1080.24,"WaxEster 42:3 +1O","WaxEster","IP_DAG","Orbi_1229",130318858.716258,"Control","positive"
"167",652.6240267,1078.15,"WaxEster 41:2 +2O","WaxEster","IP_DAG","Orbi_1229",4611789.5958431,"Control","positive"
"168",654.6400074,1073.08,"WaxEster 41:1 +2O","WaxEster","IP_DAG","Orbi_1229",5328728.97390551,"Control","positive"
"169",660.6293689,1064.38,"WaxEster 43:4 +1O","WaxEster","IP_DAG","Orbi_1229",380802929.460927,"Control","positive"
"170",662.6450541,1087.62,"WaxEster 43:3 +1O","WaxEster","IP_DAG","Orbi_1229",56381140.6680134,"Control","positive"
"171",666.639822,1106.79,"WaxEster 42:2 +2O","WaxEster","IP_DAG","Orbi_1229",109654770.597752,"Control","positive"
"172",668.6556356,1090.61,"WaxEster 42:1 +2O","WaxEster","IP_DAG","Orbi_1229",16096897.480981,"Control","positive"
"173",682.6715368,1110.47,"WaxEster 43:1 +2O","WaxEster","IP_DAG","Orbi_1229",9947610.80620246,"Control","positive"
"174",688.6605112,1100.11,"WaxEster 45:4 +1O","WaxEster","IP_DAG","Orbi_1229",13512417.2147105,"Control","positive"
"175",727.4828287,1044.46,"S_DGCC 30:3 +1O","S_DGCC","IP_DAG","Orbi_1229",206292916.021131,"Control","positive"
"176",638.6446889,1099.32,"WaxEster 41:1 +1O","WaxEster","IP_DAG","Orbi_1229",4813180.22713118,"Control","positive"
"177",848.6823309,1109.345,"MGDG 38:0 +1O","MGDG","IP_DAG","Orbi_1229",403861251.37574,"Control","positive"
"178",850.6885362,1108.4,"PA 44:0 +1O","PA","IP_DAG","Orbi_1229",25089389.3517448,"Control","positive"
"179",876.7079806,1060.92,"TAG 53:9","TAG","TAG","Orbi_1229",442780514.665982,"Control","positive"
"180",894.7547186,1113.53,"TAG 54:7","TAG","TAG","Orbi_1229",3280374130.28315,"Control","positive"
"181",901.5992595,1048.76,"PDPT 41:4 +2O","PDPT","IP_DAG","Orbi_1229",16228593.2090371,"Control","positive"
"182",901.7166109,1113.14,"S_DGCC 42:0 +1O","S_DGCC","IP_DAG","Orbi_1229",50507082.5643332,"Control","positive"
"183",905.6380988,1108.4,"S_DGCC 39:1 +4O","S_DGCC","IP_DAG","Orbi_1229",8016038.33856694,"Control","positive"
"184",926.7236688,1054.27,"TAG 57:12","TAG","TAG","Orbi_1229",83457387.4885152,"Control","positive"
"185",927.7317713,1113.845,"S_DGCC 44:1 +1O","S_DGCC","IP_DAG","Orbi_1229",16464288.0021221,"Control","positive"
"186",928.7393583,1069.655,"TAG 57:11","TAG","TAG","Orbi_1229",317548674.911456,"Control","positive"
"187",938.7234936,1042.575,"TAG 58:13","TAG","TAG","Orbi_1229",296661025.413548,"Control","positive"
"188",956.7702118,1088.83,"TAG 59:11","TAG","TAG","Orbi_1229",238412892.58451,"Control","positive"
"189",962.7446422,1051.06,"TAG 57:10 +2O","TAG","TAG","Orbi_1229",11444093.4520475,"Control","positive"
"190",980.7716905,1076.755,"TAG 61:13","TAG","TAG","Orbi_1229",15736121.4817014,"Control","positive"
"191",981.6992607,1047.69,"PDPT 48:5 +1O","PDPT","IP_DAG","Orbi_1229",5728273.32056696,"Control","positive"
"192",981.7774676,1079.025,"S_DGCC 48:2 +1O","S_DGCC","IP_DAG","Orbi_1229",15464434.0655132,"Control","positive"
"193",983.7595792,1109.055,"S_DGCC 47:2 +2O","S_DGCC","IP_DAG","Orbi_1229",2552137.04421243,"Control","positive"
"194",987.7469868,1105.01,"PDPT 48:2 +1O","PDPT","IP_DAG","Orbi_1229",5802743.60591116,"Control","positive"
"195",996.8018289,1106.04,"TAG 62:12","TAG","TAG","Orbi_1229",149992467.94073,"Control","positive"
"196",997.7668407,1104.66,"PDPT 50:3","PDPT","IP_DAG","Orbi_1229",2285496.80145226,"Control","positive"
"197",997.8110986,1066.51,"S_DGCC 49:1 +1O","S_DGCC","IP_DAG","Orbi_1229",54663814.3983293,"Control","positive"
"198",1001.761563,1043.45,"PDPT 49:2 +1O","PDPT","IP_DAG","Orbi_1229",18385723.2631939,"Control","positive"
"199",1005.765748,1046.245,"S_DGCC 46:0 +4O","S_DGCC","IP_DAG","Orbi_1229",18468954.0166925,"Control","positive"
"200",1012.815947,1100.43,"TAG 59:7 +3O","TAG","TAG","Orbi_1229",22821753.3611208,"Control","positive"
"201",1016.770504,1048.12,"TAG 64:16","TAG","TAG","Orbi_1229",61825054.2818827,"Control","positive"
"202",1018.786039,1063.485,"TAG 64:15","TAG","TAG","Orbi_1229",47825663.1390591,"Control","positive"
"203",1020.801909,1085.435,"TAG 64:14","TAG","TAG","Orbi_1229",77031997.7823066,"Control","positive"
"204",1033.796897,1064.76,"S_DGCC 48:0 +4O","S_DGCC","IP_DAG","Orbi_1229",1512293.56113512,"Control","positive"
"205",1040.770558,1046.94,"TAG 66:18","TAG","TAG","Orbi_1229",42620433.1509301,"Control","positive"
"206",1042.78658,1055.19,"TAG 66:17","TAG","TAG","Orbi_1229",24631439.1994648,"Control","positive"
"207",1050.774109,1039.39,"TAG 64:15 +2O","TAG","TAG","Orbi_1229",16017953.5933978,"Control","positive"
"208",1076.789066,1037.28,"TAG 66:16 +2O","TAG","TAG","Orbi_1229",12032299.5513093,"Control","positive"
"209",1136.885461,1109.41,"TAG 70:14 +2O","TAG","TAG","Orbi_1229",17475570.2758665,"Control","positive"
"210",870.754896,1139.92,"TAG 52:5","TAG","TAG","Orbi_1229",13876182683.3315,"Control","positive"
"211",896.770493,1142.46,"TAG 54:6","TAG","TAG","Orbi_1229",8185934182.15583,"Control","positive"
"212",922.7860687,1142.8,"TAG 56:7","TAG","TAG","Orbi_1229",2125355396.78974,"Control","positive"
"213",933.6681485,1140.07,"S_DGCC 41:1 +4O","S_DGCC","IP_DAG","Orbi_1229",21713425.4315494,"Control","positive"
"214",666.6761422,1138.52,"WaxEster 43:1 +1O","WaxEster","IP_DAG","Orbi_1229",5170524.62126658,"Control","positive"
"215",704.6917784,1136.94,"WaxEster 46:3 +1O","WaxEster","IP_DAG","Orbi_1229",6009690.1740803,"Control","positive"
"216",1062.870429,1140.65,"TAG 64:9 +2O","TAG","TAG","Orbi_1229",42222657.4735558,"Control","positive"
"217",959.684232,1141.965,"S_DGCC 43:2 +4O","S_DGCC","IP_DAG","Orbi_1229",7566688.37527228,"Control","positive"
"218",893.5427549,956.7495,"Chl_a","Chl_a","pigment","Orbi_1229",1876821531,"Control","positive"
"219",975.6523019,956.325,"PDPT 48:8 +1O","PDPT","IP_DAG","Orbi_1229",5644553.79808817,"Control","positive"
"220",802.5987889,958.096,"TAG 48:11","TAG","TAG","Orbi_1229",16601663.8423302,"Control","positive"
"221",666.5826554,959.316,"WaxEster 44:8 +1O","WaxEster","IP_DAG","Orbi_1229",19533146.8360137,"Control","positive"
"222",970.595698,956.709,"DGDG 32:2 +4O","DGDG","IP_DAG","Orbi_1229",2650291.89780231,"Control","positive"
"223",274.20135,3.35803,"MAG 11:2","MAG","IP_MAG","Orbi_1229",746993.973677854,"Control","positive"
"224",197.1537488,3.296875,"PUA 12:2 +1O","PUA","PUA","Orbi_1229",3913465.35757376,"Control","positive"
"225",316.1755808,132.286,"MAG 12:4 +2O","MAG","IP_MAG","Orbi_1229",7000678.80739976,"Control","positive"
"226",619.3441424,138.729,"PDPT 23:3","PDPT","IP_DAG","Orbi_1229",1902649.08274066,"Control","positive"
"227",679.4364359,461.019,"PDPT 27:1","PDPT","IP_DAG","Orbi_1229",11383461.9687243,"Control","positive"
"228",693.4522289,460.978,"PDPT 28:1","PDPT","IP_DAG","Orbi_1229",15269141.6040889,"Control","positive"
"229",1006.672453,461.4565,"PC 48:8 +4O","PC","IP_DAG","Orbi_1229",4207524.37498542,"Control","positive"
"230",711.4870797,458.658,"S_DGCC 30:3","S_DGCC","IP_DAG","Orbi_1229",6027586.07389096,"Control","positive"
"231",864.4558821,462.472,"SQDG 36:10 +1O","SQDG","IP_DAG","Orbi_1229",356881.512254793,"Control","positive"
"232",1016.635765,460.591,"SQDG 44:6 +3O","SQDG","IP_DAG","Orbi_1229",0,"Control","positive"
