"","peakgroup_mz","peakgroup_mzmin","peakgroup_mzmax","peakgroup_rt","peakgroup_rtmin","peakgroup_rtmax","npeaks","mzXML_pos","Orbi_1229","Orbi_1230","Orbi_1231","Orbi_1232","Orbi_1233","Orbi_1234","Orbi_1235","Orbi_1236","xcms_peakgroup","isotopes","CAMERA_pseudospectrum","LOBdbase_frag_ID","LOBdbase_exact_parent_neutral_mass","LOBdbase_mz","lipid_class","species","major_adduct","FA_total_no_C","FA_total_no_DB","degree_oxidation","elem_formula","compound_name","C1","C1x","C2a","C2b","C3c","C3f","C3r","C4","C5","C6a","C6b","casecodes","LOBdbase_ppm_match","match_ID"
"1",568.296250662441,568.296184043633,568.296331765962,84.8603,83.3772,86.3231,8,8,31489458984.5079,26239420296.1568,28092027289.9917,21823367302.8605,25714260525.0859,20816766915.8338,25398818032.5598,21673685657.1513,2905,"[255][M]+",1,92506,550.26254174,568.29636733,"IP_MAG","LMGDG","[M+NH4]+",16,3,4,"C25H42O13","LMGDG 16:3 +4O",0,0,0,1,0,0,0,0,0,0,0,"C2b",0.205293515205118,1
"31",816.422426534144,816.42234698189,816.42315449239,83.2747,80.3924,138.708,9,8,499630790.900529,384900774.033902,456852245.094639,328369989.813416,408792969.477046,465595843.081359,304372913.193969,431807348.567133,4908,"[537][M]+",1,19090,798.38853026,816.42235585,"IP_DAG","DGDG","[M+NH4]+",21,2,4,"C36H62O19","DGDG 21:2 +4O",0,0,0,1,0,0,0,0,0,0,0,"C2b",-0.0865779138152459,2
"42",436.21778270257,436.21773241437,436.254265797079,87.86015,71.1184,148.176,14,8,178807517.873625,129585146.887719,143928625.176046,124037417.257525,111384497.157105,86556312.3535003,136339448.297556,100031977.286726,1901,"",1,91941,418.1838974,436.21772299,"IP_MAG","LMGDG","[M+NH4]+",10,3,1,"C19H30O10","LMGDG 10:3 +1O",0,0,1,0,0,0,0,0,0,0,0,"C2a",-0.136887078737549,3
"3",338.217159661335,338.180718261136,338.253717227151,83.4071,71.4807,151.258,27,8,40096384.2819,34850838.427909,32225500.207075,32277555.8289961,29552852.1570775,24341085.9075026,33696815.7155389,32199291.3542839,1263,"",1,45027,320.18350346,338.21732905,"IP_MAG","MAG","[M+NH4]+",12,1,3,"C15H28O7","MAG 12:1 +3O",1,0,0,0,0,0,0,0,0,0,0,"C1",0.500827870539387,4
"6",452.248989472868,452.241247712933,452.264601946651,83.2856,80.4163,113.506,10,8,26586810.0221663,26631186.0372628,33195691.4009215,22219933.528998,27537085.0106981,21681807.1435911,26755657.2987409,20253778.493283,2005,"[148][M]+",1,17259,451.24174669,452.24902315,"IP_MAG","LDGCC","[M+H]+",10,1,3,"C20H37N1O10","LDGCC 10:1 +3O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",0.0744659034215017,5
"61",452.248989472868,452.241247712933,452.264601946651,83.2856,80.4163,113.506,10,8,26586810.0221663,26631186.0372628,33195691.4009215,22219933.528998,27537085.0106981,21681807.1435911,26755657.2987409,20253778.493283,2005,"[148][M]+",1,33814,451.24174669,452.24902315,"IP_MAG","LDGTS_DGTA","[M+H]+",10,1,4,"C20H37N1O10","LDGTS_DGTA 10:1 +4O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",0.0744659034215017,6
"62",452.248989472868,452.241247712933,452.264601946651,83.2856,80.4163,113.506,10,8,26586810.0221663,26631186.0372628,33195691.4009215,22219933.528998,27537085.0106981,21681807.1435911,26755657.2987409,20253778.493283,2005,"[148][M]+",1,92041,434.21519756,452.24902315,"IP_MAG","LMGDG","[M+NH4]+",11,2,1,"C20H34O10","LMGDG 11:2 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",0.0744659034215017,7
"8",480.243976145874,480.24380812969,480.280988709502,86.3223,68.1777,107.662,13,8,30999956.0348548,23072816.6666273,22014174.773825,28019417.5665578,20774853.922158,16137142.7422187,29175895.0430833,20279968.997856,2183,"[167][M]+",1,17414,479.23666131,480.24393777,"IP_MAG","LDGCC","[M+H]+",11,2,4,"C21H37N1O11","LDGCC 11:2 +4O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.079909126436921,8
"81",480.243976145874,480.24380812969,480.280988709502,86.3223,68.1777,107.662,13,8,30999956.0348548,23072816.6666273,22014174.773825,28019417.5665578,20774853.922158,16137142.7422187,29175895.0430833,20279968.997856,2183,"[167][M]+",1,92146,462.21011218,480.24393777,"IP_MAG","LMGDG","[M+NH4]+",12,3,2,"C21H34O11","LMGDG 12:3 +2O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.079909126436921,9
"19",609.322670276123,609.322602070665,609.322740216544,84.8603,83.3772,86.3231,8,8,1381792603.91596,1390714566.82442,1394756878.77584,1052845212.91788,1077705375.91611,983538857.273795,1147653071.06646,961850523.941455,3266,"[296][M]+",1,117437,608.3147909,609.32206736,"IP_DAG","PDPT","[M+H]+",21,2,1,"C29H53O9P1S1","PDPT 21:2 +1O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.989486767551446,10
"41",420.222846327287,420.207407648682,420.319119562171,87.8609,71.4675,132.523,6,5,2468955.97219063,595991.601854492,3036935.55714928,2503434.66146832,1722344.57360905,2564231.70447667,6258757.12052464,2962248.98203393,1795,"",1,91936,402.18898278,420.22280837,"IP_MAG","LMGDG","[M+NH4]+",10,3,0,"C19H30O9","LMGDG 10:3",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.0903265739255033,11
"45",496.275444068124,496.254643203297,496.275515561006,83.2747,80.3924,113.869,9,8,80932363.3374833,76491315.8929929,96837805.6335516,63856004.311875,87491345.3906969,63809890.2332604,75595657.7740636,71006343.6589864,2299,"[188][M]+",1,17464,495.26796147,496.27523793,"IP_MAG","LDGCC","[M+H]+",12,1,4,"C22H41N1O11","LDGCC 12:1 +4O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.415370561221259,12
"451",496.275444068124,496.254643203297,496.275515561006,83.2747,80.3924,113.869,9,8,80932363.3374833,76491315.8929929,96837805.6335516,63856004.311875,87491345.3906969,63809890.2332604,75595657.7740636,71006343.6589864,2299,"[188][M]+",1,92246,478.24141234,496.27523793,"IP_MAG","LMGDG","[M+NH4]+",13,2,2,"C22H38O11","LMGDG 13:2 +2O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.415370561221259,13
"47",514.286070984276,514.256517319855,514.286656325194,87.9191,71.4807,138.845,16,8,187292.243466448,458086663.6603,501913608.826473,421136439.614934,443814375.037164,412183468.466962,437819994.262791,407092848.165656,2424,"",1,92226,496.25197704,514.28580263,"IP_MAG","LMGDG","[M+NH4]+",13,1,3,"C22H40O12","LMGDG 13:1 +3O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.521799892226907,14
"52",562.278187606333,562.255749892839,562.338122873706,87.9939,68.1777,126.194,10,6,1637692.72715203,813237.0808433,1619831.16304812,1202550.07778098,1431532.02892219,1376953.72367062,700539.060178646,1232867.8439525,2855,"",1,48928,561.27028348,562.27755994,"IP_DAG","PE","[M+H]+",21,4,2,"C26H44N1O10P1","PE 21:4 +2O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-1.11629269590104,15
"521",562.278187606333,562.255749892839,562.338122873706,87.9939,68.1777,126.194,10,6,1637692.72715203,813237.0808433,1619831.16304812,1202550.07778098,1431532.02892219,1376953.72367062,700539.060178646,1232867.8439525,2855,"",1,74388,561.27028348,562.27755994,"IP_MAG","LPC","[M+H]+",18,5,3,"C26H44N1O10P1","LPC 18:5 +3O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-1.11629269590104,16
"55",596.327558157403,596.289814900222,596.343611459935,86.3175,65.6182,184.732,23,8,19790144.7606101,15513682.3320324,82402683.8486312,14838655.3646188,61630632.1120059,92476323.7048559,17639421.8377222,97033136.2251597,3149,"[280][M]+",1,92706,578.2938419,596.32766749,"IP_MAG","LMGDG","[M+NH4]+",18,3,4,"C27H46O13","LMGDG 18:3 +4O",1,0,0,0,0,0,0,0,0,0,0,"C1",0.183343157378489,17
"59",653.347678232672,653.188313165194,653.348609515102,83.32595,80.2358,135.734,6,5,3428979.02378776,1871761.79432063,2904734.05633505,643264.980096484,4017417.55409778,3535630.04627637,1959819.63415066,2688677.30145264,3643,"",1,117794,652.34100568,653.34828214,"IP_DAG","PDPT","[M+H]+",23,2,2,"C31H57O10P1S1","PDPT 23:2 +2O",1,0,0,0,0,0,0,0,0,0,0,"C1",0.924326802027908,18
"611",681.343930693715,681.343792113735,681.344074508367,86.3678,83.3908,138.845,9,8,98915088.8271423,90023956.3636346,94834532.6160946,60912609.04238,75336185.1476813,69103981.5195414,79573163.6991589,69230458.0491,3873,"[376][M]+",1,118011,680.3359203,681.34319676,"IP_DAG","PDPT","[M+H]+",24,3,3,"C32H57O11P1S1","PDPT 24:3 +3O",1,0,0,0,0,0,0,0,0,0,0,"C1",-1.07718653179857,19
"116",980.278376334414,980.278188800911,980.278693460852,1294.92,1294.09,1297.67,8,8,6875863.96605038,8387279.03448788,6022249.71562497,4569580.72465279,5231402.74682292,5199930.15161136,6258764.29890843,2738328.60726562,6020,"",2,133259,962.24428755,980.27811314,"PDMS","PDMS13","[M+NH4]+",NA,NA,0,"C26H78O13Si13","PDMS13",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.268489534394416,20
"127",876.801302016705,876.792271792278,876.85722853792,1240.84,1193.28,1306.78,18,8,514534121.642125,103029735.559781,79457403.5007959,36696304.4996875,25042369.487841,145363202.395125,81442882.9987496,115842698.420624,5384,"[619][M]+",3,44628,858.7676418,876.80146739,"IP_DAG","DAG","[M+NH4]+",52,3,1,"C55H102O6","DAG 52:3 +1O",0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f",0.188609737924488,21
"66",876.801302016705,876.792271792278,876.85722853792,1240.84,1193.28,1306.78,18,8,514534121.642125,103029735.559781,79457403.5007959,36696304.4996875,25042369.487841,145363202.395125,81442882.9987496,115842698.420624,5384,"[619][M]+",3,101516,858.7676418,876.80146739,"TAG","TAG","[M+NH4]+",52,2,0,"C55H102O6","TAG 52:2",0,0,0,1,0,1,0,0,0,0,0,"C2b; C3f",0.188609737924488,22
"813",776.749575798441,776.749186434472,776.749857672141,1224.36,1180.64,1242.37,14,7,5207469.08428128,629220.278460284,2167304.30591796,1547920.01207193,1499263.95365235,9499509.31999993,1479400.83821777,4251870.19124999,4597,"[479][M]+",3,7578,758.71521224,776.74903783,"IP_DAG","WaxEster","[M+NH4]+",50,3,2,"C50H94O4","WaxEster 50:3 +2O",0,0,0,1,0,0,0,0,0,0,0,"C2b",-0.692589774406096,23
"11",766.765253864272,766.765113055235,766.765514656787,1250.425,1247.44,1253.72,4,4,460114.978396814,259106.867207029,275320.865406251,197143.620426607,269401.723561287,202389.548701175,393374.204837889,0,4517,"",3,7368,748.73086232,766.76468791,"IP_DAG","WaxEster","[M+NH4]+",49,1,2,"C49H96O4","WaxEster 49:1 +2O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.73810685475864,24
"18",992.846684288893,992.795215274853,992.8645699224,1241.1,1166.44,1295.83,13,5,6053600.80837797,31721.5008401871,394641.741179625,1629295.3603125,0,8473128.64424999,1116593.541375,1384970.81765625,6078,"[737][M]+",3,16899,991.84153511,992.84881157,"IP_DAG","DGCC","[M+H]+",50,2,1,"C60H113N1O9","DGCC 50:2 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",2.14260326697051,25
"181",992.846684288893,992.795215274853,992.8645699224,1241.1,1166.44,1295.83,13,5,6053600.80837797,31721.5008401871,394641.741179625,1629295.3603125,0,8473128.64424999,1116593.541375,1384970.81765625,6078,"[737][M]+",3,33454,991.84153511,992.84881157,"IP_DAG","DGTS_DGTA","[M+H]+",50,2,2,"C60H113N1O9","DGTS_DGTA 50:2 +2O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",2.14260326697051,26
"182",992.846684288893,992.795215274853,992.8645699224,1241.1,1166.44,1295.83,13,5,6053600.80837797,31721.5008401871,394641.741179625,1629295.3603125,0,8473128.64424999,1116593.541375,1384970.81765625,6078,"[737][M]+",3,104267,974.81498598,992.84881157,"TAG","TAG","[M+NH4]+",57,3,3,"C60H110O9","TAG 57:3 +3O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",2.14260326697051,27
"38",964.815940687644,964.68862535548,964.833894612778,1198.01,1142.46,1247.87,21,7,8481106.87968752,309822.288837889,694333.385664068,427947.042015627,270825.535628257,4082550.85127758,914809.703232356,2367188.78519531,5952,"",3,16549,963.81023495,964.81751141,"IP_DAG","DGCC","[M+H]+",48,2,1,"C58H109N1O9","DGCC 48:2 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",1.62799942710521,28
"381",964.815940687644,964.68862535548,964.833894612778,1198.01,1142.46,1247.87,21,7,8481106.87968752,309822.288837889,694333.385664068,427947.042015627,270825.535628257,4082550.85127758,914809.703232356,2367188.78519531,5952,"",3,33104,963.81023495,964.81751141,"IP_DAG","DGTS_DGTA","[M+H]+",48,2,2,"C58H109N1O9","DGTS_DGTA 48:2 +2O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",1.62799942710521,29
"382",964.815940687644,964.68862535548,964.833894612778,1198.01,1142.46,1247.87,21,7,8481106.87968752,309822.288837889,694333.385664068,427947.042015627,270825.535628257,4082550.85127758,914809.703232356,2367188.78519531,5952,"",3,103182,946.78368582,964.81751141,"TAG","TAG","[M+NH4]+",55,3,3,"C58H106O9","TAG 55:3 +3O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",1.62799942710521,30
"474",752.74945254109,752.749069319796,752.74995146745,1223.07,1216.98,1224.47,6,6,1475101.70642145,1212924.77714844,936603.520118254,738978.884064538,1073276.70720703,553598.892220978,1573571.2715408,610067.966835939,4413,"",3,7098,734.71521224,752.74903783,"IP_DAG","WaxEster","[M+NH4]+",48,1,2,"C48H94O4","WaxEster 48:1 +2O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.550928754987211,31
"621",738.734277927706,738.733576924587,738.734510293454,1193.465,1191.53,1198.16,4,4,609126.681606929,774603.419003906,611765.852121751,487497.233367999,764746.510693908,480350.188183596,1114828.55913412,354987.789675785,4327,"",3,6828,720.69956216,738.73338775,"IP_DAG","WaxEster","[M+NH4]+",47,1,2,"C47H92O4","WaxEster 47:1 +2O",1,0,0,0,0,0,0,0,0,0,0,"C1",-1.20500537911298,32
"67",832.723455521391,832.687186116639,832.775925947764,1217.03,1185.11,1223.85,10,5,1663168.28090821,1043492.27375069,230916.95910156,288501.563342905,0,880041.917910161,355418.366484374,522086.914335942,5041,"",3,42759,814.68978534,832.72361093,"IP_DAG","DAG","[M+NH4]+",45,0,4,"C48H94O9","DAG 45:0 +4O",1,0,0,0,0,0,0,0,0,0,0,"C1",0.186626879341393,33
"80",805.704674963727,805.704570190338,805.705102716742,1208.71,1190,1215.21,7,5,2266411.47745312,0,1157720.74407401,976607.474990226,0,4414706.16135351,873140.988422305,2315655.86058682,4825,"",3,9183,782.71521224,805.70443366,"IP_MAG","CoprostanolEsters","[M+Na]+",25,1,2,"C52H94O4","CoprostanolEsters 25:1 +2O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.299494103119996,34
"98",706.707557340005,706.707367819581,706.743032144628,1193.28,1166.3,1195.15,5,5,607503.869152349,1070432.95343399,159292.324001951,277343.893749999,456834.742382814,132469.03637207,446074.32073828,113705.75410223,4087,"",3,6582,688.67334738,706.70717297,"IP_DAG","WaxEster","[M+NH4]+",46,2,1,"C46H88O3","WaxEster 46:2 +1O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.543888643062813,35
"103",864.801720609173,864.791878543003,864.802140191116,1264.8,1220.51,1274.22,13,8,31209109.6052273,9821319.95627925,6038442.17819825,2370169.06132368,1919460.7148112,11668474.0536222,7377263.82488989,6623936.43865054,5299,"[605][M]+",3,44418,846.7676418,864.80146739,"IP_DAG","DAG","[M+NH4]+",51,2,1,"C54H102O6","DAG 51:2 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.292806132089035,36
"1031",864.801720609173,864.791878543003,864.802140191116,1264.8,1220.51,1274.22,13,8,31209109.6052273,9821319.95627925,6038442.17819825,2370169.06132368,1919460.7148112,11668474.0536222,7377263.82488989,6623936.43865054,5299,"[605][M]+",3,100991,846.7676418,864.80146739,"TAG","TAG","[M+NH4]+",51,1,0,"C54H102O6","TAG 51:1",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.292806132089035,37
"125",862.786098057229,862.733990591349,862.786379520516,1217.79,1177.93,1224.47,14,8,45831107.2481249,19566502.3457292,8838270.65554682,3299430.77370738,3202397.44020433,16719224.6836364,9398634.71192056,10690748.7714844,5282,"[601][M]+",3,44453,844.75199172,862.78581731,"IP_DAG","DAG","[M+NH4]+",51,3,1,"C54H100O6","DAG 51:3 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.325396203446078,38
"1251",862.786098057229,862.733990591349,862.786379520516,1217.79,1177.93,1224.47,14,8,45831107.2481249,19566502.3457292,8838270.65554682,3299430.77370738,3202397.44020433,16719224.6836364,9398634.71192056,10690748.7714844,5282,"[601][M]+",3,101026,844.75199172,862.78581731,"TAG","TAG","[M+NH4]+",51,2,0,"C54H100O6","TAG 51:2",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.325396203446078,39
"133",888.801634107723,888.792413991496,888.801992450636,1218.02,1179.21,1221.89,11,8,16976586.5979688,9198046.35251687,2654820.28695161,966382.96969238,767785.181214486,6664768.78238283,3245449.86273438,5162869.59117185,5467,"",3,102076,870.7676418,888.80146739,"TAG","TAG","[M+NH4]+",53,3,0,"C56H102O6","TAG 53:3",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.18757588593233,40
"142",916.81608862984,916.746786480783,916.833349153075,1233.47,1195.36,1271.37,16,7,2123917.70824219,1033820.59403027,386076.785203127,444512.592738283,198048.828828123,2658920.4173077,32468.4338958263,2212388.62851562,5661,"",3,44369,898.78368582,916.81751141,"IP_DAG","DAG","[M+NH4]+",51,0,4,"C54H106O9","DAG 51:0 +4O",1,0,0,0,0,0,0,0,0,0,0,"C1",1.55186843863143,41
"160",958.791681156421,958.79131612485,958.792087759947,1214.42,1211.06,1218.09,6,6,22579641.6016586,294988.256330212,3412312.18084896,447694.467911671,1030218.05578125,8086550.18163459,5430083.69426082,12755053.6526562,5915,"",3,15834,957.78441411,958.79169057,"IP_DAG","DGCC","[M+H]+",45,0,3,"C55H107N1O11","DGCC 45:0 +3O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",0.00981816920512895,42
"1601",958.791681156421,958.79131612485,958.792087759947,1214.42,1211.06,1218.09,6,6,22579641.6016586,294988.256330212,3412312.18084896,447694.467911671,1030218.05578125,8086550.18163459,5430083.69426082,12755053.6526562,5915,"",3,32389,957.78441411,958.79169057,"IP_DAG","DGTS_DGTA","[M+H]+",45,0,4,"C55H107N1O11","DGTS_DGTA 45:0 +4O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",0.00981816920512895,43
"1602",958.791681156421,958.79131612485,958.792087759947,1214.42,1211.06,1218.09,6,6,22579641.6016586,294988.256330212,3412312.18084896,447694.467911671,1030218.05578125,8086550.18163459,5430083.69426082,12755053.6526562,5915,"",3,90716,940.75786498,958.79169057,"IP_DAG","MGDG","[M+NH4]+",46,1,1,"C55H104O11","MGDG 46:1 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",0.00981816920512895,44
"163",906.259686873218,906.259584818989,906.259716671077,1212.34,1208.1,1213.12,7,7,7150690.96941408,7855377.45644533,5637800.48508545,4094977.60183594,5916193.83506136,5350660.37757083,6681605.08989748,2613500.46506064,5585,"[652][M]+",3,133258,888.2254962,906.25932179,"PDMS","PDMS12","[M+NH4]+",NA,NA,0,"C24H72O12Si12","PDMS12",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.40284630418037,45
"164",942.761783803142,942.760769930858,942.762266446654,1215.87,1212.89,1236.17,6,4,2635782.90546875,2028328.92180909,1591707.756698,1174274.29825614,882734.90882206,510123.46927409,373313.61018765,169045.098766003,5816,"",3,15534,941.75311395,942.76039041,"IP_DAG","DGCC","[M+H]+",44,1,3,"C54H103N1O11","DGCC 44:1 +3O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-1.47799287768924,46
"1641",942.761783803142,942.760769930858,942.762266446654,1215.87,1212.89,1236.17,6,4,2635782.90546875,2028328.92180909,1591707.756698,1174274.29825614,882734.90882206,510123.46927409,373313.61018765,169045.098766003,5816,"",3,32089,941.75311395,942.76039041,"IP_DAG","DGTS_DGTA","[M+H]+",44,1,4,"C54H103N1O11","DGTS_DGTA 44:1 +4O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-1.47799287768924,47
"1642",942.761783803142,942.760769930858,942.762266446654,1215.87,1212.89,1236.17,6,4,2635782.90546875,2028328.92180909,1591707.756698,1174274.29825614,882734.90882206,510123.46927409,373313.61018765,169045.098766003,5816,"",3,90516,924.72656482,942.76039041,"IP_DAG","MGDG","[M+NH4]+",45,2,1,"C54H100O11","MGDG 45:2 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-1.47799287768924,48
"1643",942.761783803142,942.760769930858,942.762266446654,1215.87,1212.89,1236.17,6,4,2635782.90546875,2028328.92180909,1591707.756698,1174274.29825614,882734.90882206,510123.46927409,373313.61018765,169045.098766003,5816,"",3,116497,941.75311395,942.76039041,"IP_DAG","BLL","[M+H]+",44,0,1,"C54H103N1O11","BLL 44:0 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-1.47799287768924,49
"167",960.807652596881,960.807231860223,960.859680205677,1252.78,1236.27,1268.05,6,4,12691065.8565128,773196.167473765,1001672.07211865,316846.288393553,491842.703306241,2218778.08862304,1820469.0535078,3487451.32925401,5928,"",3,90691,942.77351506,960.80734065,"IP_DAG","MGDG","[M+NH4]+",46,0,1,"C55H106O11","MGDG 46:0 +1O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.324671625857622,50
"185",1002.848655451,1002.83990704075,1002.84877564739,1182.72,1145.43,1186.78,7,6,18267327.6398438,454704.180043069,3462114.18888494,76068.2975411198,1983518.25062146,4065893.10058594,1959877.998125,5169932.81684396,6135,"[748][M]+",3,107221,984.81459204,1002.84841763,"TAG","TAG","[M+NH4]+",62,9,0,"C65H108O6","TAG 62:9",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.237145512175409,51
"192",1030.87963857907,1030.87035529219,1030.87996320104,1200.88,1182.16,1225.64,5,4,2506609.7917634,0,232884.991345704,82998.4408499002,99286.7884723663,333492.882278642,0,1116760.4981543,6244,"",3,73378,1029.8700719,1030.87734836,"IP_DAG","PC","[M+H]+",52,0,1,"C60H120N1O9P1","PC 52:0 +1O",1,0,0,0,1,0,0,0,0,0,0,"C1; C3c",-2.22162129435226,52
"1921",1030.87963857907,1030.87035529219,1030.87996320104,1200.88,1182.16,1225.64,5,4,2506609.7917634,0,232884.991345704,82998.4408499002,99286.7884723663,333492.882278642,0,1116760.4981543,6244,"",3,108376,1012.8458922,1030.87971779,"TAG","TAG","[M+NH4]+",64,9,0,"C67H112O6","TAG 64:9",1,0,0,0,1,0,0,0,0,0,0,"C1; C3c",0.0768381894564256,53
"194",1054.88005757817,1054.87011761748,1054.9240031698,1195.15,1151.37,1210.78,9,6,1298792.04687498,0,284805.637212892,1125955.77477647,0,463395.869824219,733589.277932478,1789260.68398438,6347,"",3,109601,1036.8458922,1054.87971779,"TAG","TAG","[M+NH4]+",66,11,0,"C69H112O6","TAG 66:11",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.322110823764388,54
"200",951.657637682676,951.657424832786,951.658422798402,1211.375,1208.1,1215.21,6,6,2225808.17382812,3674509.45711216,2121471.92529688,1911320.02623046,1369591.09625782,524142.307630212,720605.618760853,220041.798314677,5865,"[704][M]+",3,131440,950.65168527,951.65896173,"IP_DAG","S_DGCC","[M+H]+",44,5,3,"C54H94O11S1","S_DGCC 44:5 +3O",1,0,0,0,0,0,0,0,0,0,0,"C1",1.39130442410273,55
"202",1082.89443025037,1082.85431740607,1082.93233861297,1223.9,1158.56,1255.46,7,5,1044429.70331542,0,0,2373215.48384233,1895135.76012428,345132.439645183,863717.092667411,30881.770452261,6466,"",3,108327,1064.86193622,1082.89576181,"TAG","TAG","[M+NH4]+",64,7,3,"C67H116O9","TAG 64:7 +3O",1,0,0,0,0,0,0,0,0,0,0,"C1",1.22962862811778,56
"213",976.832992931697,976.823410902426,976.83348226606,1179.77,1134.92,1183.85,9,6,40301749.9212391,92024.8345136642,5105702.79981221,432558.6837672,1813780.32706597,8137457.64166672,4295228.14137572,9050863.05605768,6008,"[727][M]+",3,106066,958.79894196,976.83276755,"TAG","TAG","[M+NH4]+",60,8,0,"C63H106O6","TAG 60:8",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.23072700296057,57
"221",1116.91706587714,1116.91664977404,1116.9172295168,1178.665,1175.06,1189.41,4,4,10315018.8527344,744378.523300786,230027.370316833,159494.173412979,0,7191426.50693359,336527.782128215,2778960.44318183,6581,"",3,110770,1098.88267168,1116.91649727,"TAG","TAG","[M+NH4]+",68,10,2,"C71H118O8","TAG 68:10 +2O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.509086523608643,58
"229",1142.93237876845,1142.82916238669,1142.93365314614,1179.43,1046.44,1195.94,10,6,5476494.8671875,640529.976984379,183381.279928384,203731.550066441,0,5778688.4613822,638794.998140626,1401952.74037109,6650,"",3,111855,1124.89832176,1142.93214735,"TAG","TAG","[M+NH4]+",70,11,2,"C73H120O8","TAG 70:11 +2O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.202477856413532,59
"140",642.582325880215,642.549989312022,642.629896612688,983.302,888.3,1036.5,38,8,3313289.39894886,181401.360971679,52540508.7497551,51429964.6951586,4266586.15432099,8511198.62129338,613101.931518231,9140400.35509505,3553,"",4,5412,624.54814674,642.58197233,"IP_DAG","WaxEster","[M+NH4]+",42,6,1,"C42H72O3","WaxEster 42:6 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.550202511085517,60
"2",642.582325880215,642.549989312022,642.629896612688,983.302,888.3,1036.5,38,8,3313289.39894886,181401.360971679,52540508.7497551,51429964.6951586,4266586.15432099,8511198.62129338,613101.931518231,9140400.35509505,3553,"",4,9678,624.54814674,642.58197233,"IP_MAG","CholesterolEsters","[M+NH4]+",15,1,1,"C42H72O3","CholesterolEsters 15:1 +1O",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-0.550202511085517,61
"147",762.411862909883,762.411816645102,762.411934612695,74.1477,71.4807,74.4392,8,8,72112404.8417554,41760505.2082164,54290108.7431125,44392403.916184,52451993.5080091,50258964.1459547,44833845.9377437,46971383.0071523,4482,"[461][M]+",5,26290,744.37796556,762.41179115,"IP_MAG","LDGDG","[M+NH4]+",18,1,4,"C33H60O18","LDGDG 18:1 +4O",1,0,0,0,0,0,0,0,0,0,0,"C1",-0.0941222109532708,62
"159",850.656468732054,850.555019909921,850.733081960657,989.543,896.575,1059.8,39,8,1438664.44595747,2640976.77873048,711297.265771093,501602.363124998,471719.076196485,627054.486875004,912567.143096679,1434681.6154362,5186,"",6,32019,849.64825483,850.65553129,"IP_DAG","DGTS_DGTA","[M+H]+",43,8,0,"C53H87N1O7","DGTS_DGTA 43:8",1,0,0,0,0,1,0,0,0,0,0,"C1; C3f",-1.1020231094567,63
